id,EAP,HPL,MWS
id02434,1.0,0.0,0.0
id27703,1.0,0.0,0.0
id25212,1.0,0.0,0.0
id11308,1.0,0.0,0.0
id26094,1.0,0.0,0.0
id22080,1.0,0.0,0.0
id03545,1.0,0.0,0.0
id23725,1.0,0.0,0.0
id12009,1.0,0.0,0.0
id24241,1.0,0.0,0.0
id03596,1.0,0.0,0.0
id10749,1.0,0.0,0.0
id22794,1.0,0.0,0.0
id15482,1.0,0.0,0.0
id04833,1.0,0.0,0.0
id00397,1.0,0.0,0.0
id14691,1.0,0.0,0.0
id05193,1.0,0.0,0.0
id19541,1.0,0.0,0.0
id22166,1.0,0.0,0.0
id20744,1.0,0.0,0.0
id10392,1.0,0.0,0.0
id00770,1.0,0.0,0.0
id06018,1.0,0.0,0.0
id15678,1.0,0.0,0.0
id08305,1.0,0.0,0.0
id08903,1.0,0.0,0.0
id14752,1.0,0.0,0.0
id12468,1.0,0.0,0.0
id05085,1.0,0.0,0.0
id21993,1.0,0.0,0.0
id15503,1.0,0.0,0.0
id03021,1.0,0.0,0.0
id16123,1.0,0.0,0.0
id19383,1.0,0.0,0.0
id04186,1.0,0.0,0.0
id17954,1.0,0.0,0.0
id12030,1.0,0.0,0.0
id13020,1.0,0.0,0.0
id25327,1.0,0.0,0.0
id16344,1.0,0.0,0.0
id12303,1.0,0.0,0.0
id15017,1.0,0.0,0.0
id22308,1.0,0.0,0.0
id06536,1.0,0.0,0.0
id19797,1.0,0.0,0.0
id06332,1.0,0.0,0.0
id22941,1.0,0.0,0.0
id13547,1.0,0.0,0.0
id06928,1.0,0.0,0.0
id12521,1.0,0.0,0.0
id25716,1.0,0.0,0.0
id27116,1.0,0.0,0.0
id19941,1.0,0.0,0.0
id05711,1.0,0.0,0.0
id02097,1.0,0.0,0.0
id03563,1.0,0.0,0.0
id02295,1.0,0.0,0.0
id08179,1.0,0.0,0.0
id05332,1.0,0.0,0.0
id15697,1.0,0.0,0.0
id17026,1.0,0.0,0.0
id04243,1.0,0.0,0.0
id13175,1.0,0.0,0.0
id05387,1.0,0.0,0.0
id19989,1.0,0.0,0.0
id25173,1.0,0.0,0.0
id08925,1.0,0.0,0.0
id03034,1.0,0.0,0.0
id13272,1.0,0.0,0.0
id07956,1.0,0.0,0.0
id02648,1.0,0.0,0.0
id01778,1.0,0.0,0.0
id12846,1.0,0.0,0.0
id19001,1.0,0.0,0.0
id05763,1.0,0.0,0.0
id15590,1.0,0.0,0.0
id04912,1.0,0.0,0.0
id21201,1.0,0.0,0.0
id13215,1.0,0.0,0.0
id15612,1.0,0.0,0.0
id18501,1.0,0.0,0.0
id07223,1.0,0.0,0.0
id06707,1.0,0.0,0.0
id05238,1.0,0.0,0.0
id00935,1.0,0.0,0.0
id00110,1.0,0.0,0.0
id17476,1.0,0.0,0.0
id15170,1.0,0.0,0.0
id13397,1.0,0.0,0.0
id24283,1.0,0.0,0.0
id15234,1.0,0.0,0.0
id16884,1.0,0.0,0.0
id07831,1.0,0.0,0.0
id16038,1.0,0.0,0.0
id03629,1.0,0.0,0.0
id21019,1.0,0.0,0.0
id21835,1.0,0.0,0.0
id04480,1.0,0.0,0.0
id20838,1.0,0.0,0.0
id24195,1.0,0.0,0.0
id05448,1.0,0.0,0.0
id15957,1.0,0.0,0.0
id19956,1.0,0.0,0.0
id15104,1.0,0.0,0.0
id17559,1.0,0.0,0.0
id16839,1.0,0.0,0.0
id14493,1.0,0.0,0.0
id08833,1.0,0.0,0.0
id15723,1.0,0.0,0.0
id02716,1.0,0.0,0.0
id06689,1.0,0.0,0.0
id18837,1.0,0.0,0.0
id04466,1.0,0.0,0.0
id00686,1.0,0.0,0.0
id09010,1.0,0.0,0.0
id23353,1.0,0.0,0.0
id00066,1.0,0.0,0.0
id15724,1.0,0.0,0.0
id23486,1.0,0.0,0.0
id22258,1.0,0.0,0.0
id02292,1.0,0.0,0.0
id16356,1.0,0.0,0.0
id00235,1.0,0.0,0.0
id25522,1.0,0.0,0.0
id04204,1.0,0.0,0.0
id22016,1.0,0.0,0.0
id06480,1.0,0.0,0.0
id08718,1.0,0.0,0.0
id05251,1.0,0.0,0.0
id03359,1.0,0.0,0.0
id16117,1.0,0.0,0.0
id17000,1.0,0.0,0.0
id01730,1.0,0.0,0.0
id00630,1.0,0.0,0.0
id18175,1.0,0.0,0.0
id00907,1.0,0.0,0.0
id18251,1.0,0.0,0.0
id25861,1.0,0.0,0.0
id00398,1.0,0.0,0.0
id27573,1.0,0.0,0.0
id10022,1.0,0.0,0.0
id15901,1.0,0.0,0.0
id00451,1.0,0.0,0.0
id23129,1.0,0.0,0.0
id26498,1.0,0.0,0.0
id14741,1.0,0.0,0.0
id18453,1.0,0.0,0.0
id08309,1.0,0.0,0.0
id00320,1.0,0.0,0.0
id07688,1.0,0.0,0.0
id01556,1.0,0.0,0.0
id00178,1.0,0.0,0.0
id18902,1.0,0.0,0.0
id27002,1.0,0.0,0.0
id21418,1.0,0.0,0.0
id23018,1.0,0.0,0.0
id07032,1.0,0.0,0.0
id16195,1.0,0.0,0.0
id11202,1.0,0.0,0.0
id09578,1.0,0.0,0.0
id26984,1.0,0.0,0.0
id19856,1.0,0.0,0.0
id12086,1.0,0.0,0.0
id12052,1.0,0.0,0.0
id17728,1.0,0.0,0.0
id24608,1.0,0.0,0.0
id21097,1.0,0.0,0.0
id20179,1.0,0.0,0.0
id15144,1.0,0.0,0.0
id00206,1.0,0.0,0.0
id22285,1.0,0.0,0.0
id06417,1.0,0.0,0.0
id00215,1.0,0.0,0.0
id04201,1.0,0.0,0.0
id21771,1.0,0.0,0.0
id12451,1.0,0.0,0.0
id14250,1.0,0.0,0.0
id03433,1.0,0.0,0.0
id03303,1.0,0.0,0.0
id25901,1.0,0.0,0.0
id06945,1.0,0.0,0.0
id05664,1.0,0.0,0.0
id05741,1.0,0.0,0.0
id10652,1.0,0.0,0.0
id16300,1.0,0.0,0.0
id12319,1.0,0.0,0.0
id07500,1.0,0.0,0.0
id12478,1.0,0.0,0.0
id03076,1.0,0.0,0.0
id00969,1.0,0.0,0.0
id23636,1.0,0.0,0.0
id09791,1.0,0.0,0.0
id05680,1.0,0.0,0.0
id03672,1.0,0.0,0.0
id04286,1.0,0.0,0.0
id23883,1.0,0.0,0.0
id11914,1.0,0.0,0.0
id20974,1.0,0.0,0.0
id26125,1.0,0.0,0.0
id15543,1.0,0.0,0.0
id19471,1.0,0.0,0.0
id11503,1.0,0.0,0.0
id09321,1.0,0.0,0.0
id25560,1.0,0.0,0.0
id06726,1.0,0.0,0.0
id05709,1.0,0.0,0.0
id09788,1.0,0.0,0.0
id05289,1.0,0.0,0.0
id11815,1.0,0.0,0.0
id22422,1.0,0.0,0.0
id25954,1.0,0.0,0.0
id13601,1.0,0.0,0.0
id05677,1.0,0.0,0.0
id10498,1.0,0.0,0.0
id02665,1.0,0.0,0.0
id10114,1.0,0.0,0.0
id26314,1.0,0.0,0.0
id21240,1.0,0.0,0.0
id15569,1.0,0.0,0.0
id25928,1.0,0.0,0.0
id22706,1.0,0.0,0.0
id20877,1.0,0.0,0.0
id04318,1.0,0.0,0.0
id18299,1.0,0.0,0.0
id08126,1.0,0.0,0.0
id14293,1.0,0.0,0.0
id12759,1.0,0.0,0.0
id11983,1.0,0.0,0.0
id05580,1.0,0.0,0.0
id25846,1.0,0.0,0.0
id01939,1.0,0.0,0.0
id26327,1.0,0.0,0.0
id11068,1.0,0.0,0.0
id08404,1.0,0.0,0.0
id27189,1.0,0.0,0.0
id15119,1.0,0.0,0.0
id26525,1.0,0.0,0.0
id03618,1.0,0.0,0.0
id27220,1.0,0.0,0.0
id18777,1.0,0.0,0.0
id20213,1.0,0.0,0.0
id20403,1.0,0.0,0.0
id03777,1.0,0.0,0.0
id10595,1.0,0.0,0.0
id13816,1.0,0.0,0.0
id05667,1.0,0.0,0.0
id24629,1.0,0.0,0.0
id20398,1.0,0.0,0.0
id14108,1.0,0.0,0.0
id06196,1.0,0.0,0.0
id02800,1.0,0.0,0.0
id18732,1.0,0.0,0.0
id11915,1.0,0.0,0.0
id09739,1.0,0.0,0.0
id24672,1.0,0.0,0.0
id00414,1.0,0.0,0.0
id16307,1.0,0.0,0.0
id14043,1.0,0.0,0.0
id00517,1.0,0.0,0.0
id09744,1.0,0.0,0.0
id19257,1.0,0.0,0.0
id15437,1.0,0.0,0.0
id16352,1.0,0.0,0.0
id18849,1.0,0.0,0.0
id19434,1.0,0.0,0.0
id17928,1.0,0.0,0.0
id16896,1.0,0.0,0.0
id02135,1.0,0.0,0.0
id15075,1.0,0.0,0.0
id27486,1.0,0.0,0.0
id19422,1.0,0.0,0.0
id09603,1.0,0.0,0.0
id02133,1.0,0.0,0.0
id03441,1.0,0.0,0.0
id02398,1.0,0.0,0.0
id05152,1.0,0.0,0.0
id17838,1.0,0.0,0.0
id25060,1.0,0.0,0.0
id09998,1.0,0.0,0.0
id01828,1.0,0.0,0.0
id25377,1.0,0.0,0.0
id22175,1.0,0.0,0.0
id02974,1.0,0.0,0.0
id26955,1.0,0.0,0.0
id21091,1.0,0.0,0.0
id12802,1.0,0.0,0.0
id07432,1.0,0.0,0.0
id18749,1.0,0.0,0.0
id15030,1.0,0.0,0.0
id17155,1.0,0.0,0.0
id08128,1.0,0.0,0.0
id25706,1.0,0.0,0.0
id15645,1.0,0.0,0.0
id04943,1.0,0.0,0.0
id27566,1.0,0.0,0.0
id11765,1.0,0.0,0.0
id13783,1.0,0.0,0.0
id00492,1.0,0.0,0.0
id27636,1.0,0.0,0.0
id04273,1.0,0.0,0.0
id02537,1.0,0.0,0.0
id24349,1.0,0.0,0.0
id00023,1.0,0.0,0.0
id23025,1.0,0.0,0.0
id08722,1.0,0.0,0.0
id02420,1.0,0.0,0.0
id10811,1.0,0.0,0.0
id04019,1.0,0.0,0.0
id18334,1.0,0.0,0.0
id16781,1.0,0.0,0.0
id08773,1.0,0.0,0.0
id19214,1.0,0.0,0.0
id09589,1.0,0.0,0.0
id24246,1.0,0.0,0.0
id23577,1.0,0.0,0.0
id09305,1.0,0.0,0.0
id16460,1.0,0.0,0.0
id21115,1.0,0.0,0.0
id25996,1.0,0.0,0.0
id02551,1.0,0.0,0.0
id19352,1.0,0.0,0.0
id03806,1.0,0.0,0.0
id26544,1.0,0.0,0.0
id18761,1.0,0.0,0.0
id24148,1.0,0.0,0.0
id16095,1.0,0.0,0.0
id18442,1.0,0.0,0.0
id22596,1.0,0.0,0.0
id23002,1.0,0.0,0.0
id04797,1.0,0.0,0.0
id06610,1.0,0.0,0.0
id16173,1.0,0.0,0.0
id18292,1.0,0.0,0.0
id27328,1.0,0.0,0.0
id01695,1.0,0.0,0.0
id05761,1.0,0.0,0.0
id16354,1.0,0.0,0.0
id12207,1.0,0.0,0.0
id05665,1.0,0.0,0.0
id01911,1.0,0.0,0.0
id19153,1.0,0.0,0.0
id10295,1.0,0.0,0.0
id23038,1.0,0.0,0.0
id23783,1.0,0.0,0.0
id27879,1.0,0.0,0.0
id19190,1.0,0.0,0.0
id05065,1.0,0.0,0.0
id21296,1.0,0.0,0.0
id13262,1.0,0.0,0.0
id10333,1.0,0.0,0.0
id16677,1.0,0.0,0.0
id01392,1.0,0.0,0.0
id27874,1.0,0.0,0.0
id02294,1.0,0.0,0.0
id18298,1.0,0.0,0.0
id06997,1.0,0.0,0.0
id05243,1.0,0.0,0.0
id00860,1.0,0.0,0.0
id26681,1.0,0.0,0.0
id06020,1.0,0.0,0.0
id27683,1.0,0.0,0.0
id17655,1.0,0.0,0.0
id08817,1.0,0.0,0.0
id11512,1.0,0.0,0.0
id00478,1.0,0.0,0.0
id02116,1.0,0.0,0.0
id06746,1.0,0.0,0.0
id03863,1.0,0.0,0.0
id01802,1.0,0.0,0.0
id11682,1.0,0.0,0.0
id04033,1.0,0.0,0.0
id09286,1.0,0.0,0.0
id12904,1.0,0.0,0.0
id07420,1.0,0.0,0.0
id22398,1.0,0.0,0.0
id00424,1.0,0.0,0.0
id20960,1.0,0.0,0.0
id10267,1.0,0.0,0.0
id19330,1.0,0.0,0.0
id00994,1.0,0.0,0.0
id10785,1.0,0.0,0.0
id00955,1.0,0.0,0.0
id09757,1.0,0.0,0.0
id10030,1.0,0.0,0.0
id22952,1.0,0.0,0.0
id21955,1.0,0.0,0.0
id07674,1.0,0.0,0.0
id13760,1.0,0.0,0.0
id18166,1.0,0.0,0.0
id23498,1.0,0.0,0.0
id05296,1.0,0.0,0.0
id26709,1.0,0.0,0.0
id02853,1.0,0.0,0.0
id06800,1.0,0.0,0.0
id14758,1.0,0.0,0.0
id12356,1.0,0.0,0.0
id21492,1.0,0.0,0.0
id27540,1.0,0.0,0.0
id07376,1.0,0.0,0.0
id15201,1.0,0.0,0.0
id23388,1.0,0.0,0.0
id13923,1.0,0.0,0.0
id00794,1.0,0.0,0.0
id23910,1.0,0.0,0.0
id02556,1.0,0.0,0.0
id22151,1.0,0.0,0.0
id11698,1.0,0.0,0.0
id11627,1.0,0.0,0.0
id06340,1.0,0.0,0.0
id05123,1.0,0.0,0.0
id26620,1.0,0.0,0.0
id04002,1.0,0.0,0.0
id26554,1.0,0.0,0.0
id18012,1.0,0.0,0.0
id12964,1.0,0.0,0.0
id18965,1.0,0.0,0.0
id19082,1.0,0.0,0.0
id26742,1.0,0.0,0.0
id15442,1.0,0.0,0.0
id16647,1.0,0.0,0.0
id11544,1.0,0.0,0.0
id20581,1.0,0.0,0.0
id13192,1.0,0.0,0.0
id15814,1.0,0.0,0.0
id26279,1.0,0.0,0.0
id00240,1.0,0.0,0.0
id22836,1.0,0.0,0.0
id15085,1.0,0.0,0.0
id17495,1.0,0.0,0.0
id26762,1.0,0.0,0.0
id13685,1.0,0.0,0.0
id16560,1.0,0.0,0.0
id17184,1.0,0.0,0.0
id21635,1.0,0.0,0.0
id26751,1.0,0.0,0.0
id12351,1.0,0.0,0.0
id14872,1.0,0.0,0.0
id18372,1.0,0.0,0.0
id26851,1.0,0.0,0.0
id22659,1.0,0.0,0.0
id04102,1.0,0.0,0.0
id02353,1.0,0.0,0.0
id26721,1.0,0.0,0.0
id11171,1.0,0.0,0.0
id13562,1.0,0.0,0.0
id26425,1.0,0.0,0.0
id26394,1.0,0.0,0.0
id22187,1.0,0.0,0.0
id00422,1.0,0.0,0.0
id22667,1.0,0.0,0.0
id00911,1.0,0.0,0.0
id17291,1.0,0.0,0.0
id01915,1.0,0.0,0.0
id01434,1.0,0.0,0.0
id01584,1.0,0.0,0.0
id09266,1.0,0.0,0.0
id17494,1.0,0.0,0.0
id24919,1.0,0.0,0.0
id21043,1.0,0.0,0.0
id17796,1.0,0.0,0.0
id02166,1.0,0.0,0.0
id17503,1.0,0.0,0.0
id21203,1.0,0.0,0.0
id25626,1.0,0.0,0.0
id09836,1.0,0.0,0.0
id24202,1.0,0.0,0.0
id27260,1.0,0.0,0.0
id23167,1.0,0.0,0.0
id10393,1.0,0.0,0.0
id01171,1.0,0.0,0.0
id06380,1.0,0.0,0.0
id22686,1.0,0.0,0.0
id26250,1.0,0.0,0.0
id09315,1.0,0.0,0.0
id00886,1.0,0.0,0.0
id03101,1.0,0.0,0.0
id12367,1.0,0.0,0.0
id10770,1.0,0.0,0.0
id14949,1.0,0.0,0.0
id14141,1.0,0.0,0.0
id25417,1.0,0.0,0.0
id26873,1.0,0.0,0.0
id10818,1.0,0.0,0.0
id15146,1.0,0.0,0.0
id23328,1.0,0.0,0.0
id16765,1.0,0.0,0.0
id24383,1.0,0.0,0.0
id21304,1.0,0.0,0.0
id12551,1.0,0.0,0.0
id23274,1.0,0.0,0.0
id08117,1.0,0.0,0.0
id23961,1.0,0.0,0.0
id13865,1.0,0.0,0.0
id22807,1.0,0.0,0.0
id08951,1.0,0.0,0.0
id18684,1.0,0.0,0.0
id25179,1.0,0.0,0.0
id27033,1.0,0.0,0.0
id13977,1.0,0.0,0.0
id19337,1.0,0.0,0.0
id25764,1.0,0.0,0.0
id16106,1.0,0.0,0.0
id05468,1.0,0.0,0.0
id05241,1.0,0.0,0.0
id10215,1.0,0.0,0.0
id23457,1.0,0.0,0.0
id02200,1.0,0.0,0.0
id13714,1.0,0.0,0.0
id20332,1.0,0.0,0.0
id18573,1.0,0.0,0.0
id08569,1.0,0.0,0.0
id22767,1.0,0.0,0.0
id25390,1.0,0.0,0.0
id09288,1.0,0.0,0.0
id12381,1.0,0.0,0.0
id02895,1.0,0.0,0.0
id25270,1.0,0.0,0.0
id14248,1.0,0.0,0.0
id12831,1.0,0.0,0.0
id18305,1.0,0.0,0.0
id07805,1.0,0.0,0.0
id14027,1.0,0.0,0.0
id02760,1.0,0.0,0.0
id24362,1.0,0.0,0.0
id17065,1.0,0.0,0.0
id26583,1.0,0.0,0.0
id19664,1.0,0.0,0.0
id25145,1.0,0.0,0.0
id17858,1.0,0.0,0.0
id05148,1.0,0.0,0.0
id22928,1.0,0.0,0.0
id21549,1.0,0.0,0.0
id12649,1.0,0.0,0.0
id21597,1.0,0.0,0.0
id27945,1.0,0.0,0.0
id00243,1.0,0.0,0.0
id02745,1.0,0.0,0.0
id23550,1.0,0.0,0.0
id13023,1.0,0.0,0.0
id24796,1.0,0.0,0.0
id12284,1.0,0.0,0.0
id02664,1.0,0.0,0.0
id23767,1.0,0.0,0.0
id05859,1.0,0.0,0.0
id14350,1.0,0.0,0.0
id01191,1.0,0.0,0.0
id17034,1.0,0.0,0.0
id25292,1.0,0.0,0.0
id22121,1.0,0.0,0.0
id20872,1.0,0.0,0.0
id17720,1.0,0.0,0.0
id22658,1.0,0.0,0.0
id09567,1.0,0.0,0.0
id16445,1.0,0.0,0.0
id08349,1.0,0.0,0.0
id27437,1.0,0.0,0.0
id03812,1.0,0.0,0.0
id22304,1.0,0.0,0.0
id04449,1.0,0.0,0.0
id15605,1.0,0.0,0.0
id01768,1.0,0.0,0.0
id20019,1.0,0.0,0.0
id09593,1.0,0.0,0.0
id23179,1.0,0.0,0.0
id21279,1.0,0.0,0.0
id06711,1.0,0.0,0.0
id14243,1.0,0.0,0.0
id04839,1.0,0.0,0.0
id17220,1.0,0.0,0.0
id24177,1.0,0.0,0.0
id20512,1.0,0.0,0.0
id14036,1.0,0.0,0.0
id25001,1.0,0.0,0.0
id06175,1.0,0.0,0.0
id24720,1.0,0.0,0.0
id08070,1.0,0.0,0.0
id18934,1.0,0.0,0.0
id01338,1.0,0.0,0.0
id19008,1.0,0.0,0.0
id19632,1.0,0.0,0.0
id26224,1.0,0.0,0.0
id08219,1.0,0.0,0.0
id24008,1.0,0.0,0.0
id12475,1.0,0.0,0.0
id05766,1.0,0.0,0.0
id27386,1.0,0.0,0.0
id12476,1.0,0.0,0.0
id08311,1.0,0.0,0.0
id04996,1.0,0.0,0.0
id17350,1.0,0.0,0.0
id05546,1.0,0.0,0.0
id16504,1.0,0.0,0.0
id05782,1.0,0.0,0.0
id20560,1.0,0.0,0.0
id14171,1.0,0.0,0.0
id27461,1.0,0.0,0.0
id03581,1.0,0.0,0.0
id21847,1.0,0.0,0.0
id11712,1.0,0.0,0.0
id26738,1.0,0.0,0.0
id13668,1.0,0.0,0.0
id15114,1.0,0.0,0.0
id20130,1.0,0.0,0.0
id18331,1.0,0.0,0.0
id24465,1.0,0.0,0.0
id13539,1.0,0.0,0.0
id27564,1.0,0.0,0.0
id26043,1.0,0.0,0.0
id04965,1.0,0.0,0.0
id08645,1.0,0.0,0.0
id26610,1.0,0.0,0.0
id21737,1.0,0.0,0.0
id25784,1.0,0.0,0.0
id23030,1.0,0.0,0.0
id16450,1.0,0.0,0.0
id02161,1.0,0.0,0.0
id25535,1.0,0.0,0.0
id16566,1.0,0.0,0.0
id05714,1.0,0.0,0.0
id16524,1.0,0.0,0.0
id23941,1.0,0.0,0.0
id00831,1.0,0.0,0.0
id18145,1.0,0.0,0.0
id17227,1.0,0.0,0.0
id09417,1.0,0.0,0.0
id21307,1.0,0.0,0.0
id05650,1.0,0.0,0.0
id23901,1.0,0.0,0.0
id05831,1.0,0.0,0.0
id16708,1.0,0.0,0.0
id02281,1.0,0.0,0.0
id11599,1.0,0.0,0.0
id18353,1.0,0.0,0.0
id07413,1.0,0.0,0.0
id15653,1.0,0.0,0.0
id09715,1.0,0.0,0.0
id05108,1.0,0.0,0.0
id09537,1.0,0.0,0.0
id27596,1.0,0.0,0.0
id24255,1.0,0.0,0.0
id05080,1.0,0.0,0.0
id09484,1.0,0.0,0.0
id14864,1.0,0.0,0.0
id26836,1.0,0.0,0.0
id07003,1.0,0.0,0.0
id13750,1.0,0.0,0.0
id21799,1.0,0.0,0.0
id11285,1.0,0.0,0.0
id04735,1.0,0.0,0.0
id23049,1.0,0.0,0.0
id05826,1.0,0.0,0.0
id17916,1.0,0.0,0.0
id14081,1.0,0.0,0.0
id10527,1.0,0.0,0.0
id16059,1.0,0.0,0.0
id25542,1.0,0.0,0.0
id05402,1.0,0.0,0.0
id01927,1.0,0.0,0.0
id27656,1.0,0.0,0.0
id06708,1.0,0.0,0.0
id03524,1.0,0.0,0.0
id12297,1.0,0.0,0.0
id03439,1.0,0.0,0.0
id04587,1.0,0.0,0.0
id25470,1.0,0.0,0.0
id01212,1.0,0.0,0.0
id13932,1.0,0.0,0.0
id00124,1.0,0.0,0.0
id01592,1.0,0.0,0.0
id13461,1.0,0.0,0.0
id24681,1.0,0.0,0.0
id23245,1.0,0.0,0.0
id14073,1.0,0.0,0.0
id05172,1.0,0.0,0.0
id21979,1.0,0.0,0.0
id00328,1.0,0.0,0.0
id26102,1.0,0.0,0.0
id14867,1.0,0.0,0.0
id27544,1.0,0.0,0.0
id16228,1.0,0.0,0.0
id16342,1.0,0.0,0.0
id24933,1.0,0.0,0.0
id04601,1.0,0.0,0.0
id01599,1.0,0.0,0.0
id06238,1.0,0.0,0.0
id06826,1.0,0.0,0.0
id23307,1.0,0.0,0.0
id13575,1.0,0.0,0.0
id24174,1.0,0.0,0.0
id19534,1.0,0.0,0.0
id19602,1.0,0.0,0.0
id26962,1.0,0.0,0.0
id04448,1.0,0.0,0.0
id09786,1.0,0.0,0.0
id25240,1.0,0.0,0.0
id14893,1.0,0.0,0.0
id24221,1.0,0.0,0.0
id04696,1.0,0.0,0.0
id15153,1.0,0.0,0.0
id13882,1.0,0.0,0.0
id17836,1.0,0.0,0.0
id00574,1.0,0.0,0.0
id02078,1.0,0.0,0.0
id21206,1.0,0.0,0.0
id20084,1.0,0.0,0.0
id26598,1.0,0.0,0.0
id06838,1.0,0.0,0.0
id08786,1.0,0.0,0.0
id09550,1.0,0.0,0.0
id10206,1.0,0.0,0.0
id21113,1.0,0.0,0.0
id21151,1.0,0.0,0.0
id02692,1.0,0.0,0.0
id26446,1.0,0.0,0.0
id07377,1.0,0.0,0.0
id15998,1.0,0.0,0.0
id19637,1.0,0.0,0.0
id19735,1.0,0.0,0.0
id13739,1.0,0.0,0.0
id25175,1.0,0.0,0.0
id00563,1.0,0.0,0.0
id09982,1.0,0.0,0.0
id15459,1.0,0.0,0.0
id20785,1.0,0.0,0.0
id07145,1.0,0.0,0.0
id22204,1.0,0.0,0.0
id09285,1.0,0.0,0.0
id18157,1.0,0.0,0.0
id12134,1.0,0.0,0.0
id23914,1.0,0.0,0.0
id10483,1.0,0.0,0.0
id07092,1.0,0.0,0.0
id14786,1.0,0.0,0.0
id25741,1.0,0.0,0.0
id09050,1.0,0.0,0.0
id04938,1.0,0.0,0.0
id05901,1.0,0.0,0.0
id16975,1.0,0.0,0.0
id08547,1.0,0.0,0.0
id16355,1.0,0.0,0.0
id14568,1.0,0.0,0.0
id25599,1.0,0.0,0.0
id01670,1.0,0.0,0.0
id23945,1.0,0.0,0.0
id17394,1.0,0.0,0.0
id06501,1.0,0.0,0.0
id26234,1.0,0.0,0.0
id21280,1.0,0.0,0.0
id20048,1.0,0.0,0.0
id01216,1.0,0.0,0.0
id25320,1.0,0.0,0.0
id22833,1.0,0.0,0.0
id22056,1.0,0.0,0.0
id02275,1.0,0.0,0.0
id26127,1.0,0.0,0.0
id17011,1.0,0.0,0.0
id13847,1.0,0.0,0.0
id00013,1.0,0.0,0.0
id16463,1.0,0.0,0.0
id04845,1.0,0.0,0.0
id01787,1.0,0.0,0.0
id08637,1.0,0.0,0.0
id11414,1.0,0.0,0.0
id13177,1.0,0.0,0.0
id24517,1.0,0.0,0.0
id26838,1.0,0.0,0.0
id23081,1.0,0.0,0.0
id16327,1.0,0.0,0.0
id27282,1.0,0.0,0.0
id07489,1.0,0.0,0.0
id01718,1.0,0.0,0.0
id15441,1.0,0.0,0.0
id27736,1.0,0.0,0.0
id16324,1.0,0.0,0.0
id12027,1.0,0.0,0.0
id24653,1.0,0.0,0.0
id17541,1.0,0.0,0.0
id22406,1.0,0.0,0.0
id18356,1.0,0.0,0.0
id04505,1.0,0.0,0.0
id04246,1.0,0.0,0.0
id07368,1.0,0.0,0.0
id26185,1.0,0.0,0.0
id08878,1.0,0.0,0.0
id27691,1.0,0.0,0.0
id18004,1.0,0.0,0.0
id24426,1.0,0.0,0.0
